id,parish_uid,site_uid,region,town,parish_name,parish_label,site_name,day_of_week,time_24h,service_type,mass_category,verified_status,language,special_rule,qualifier,notes,source_url,last_checked,is_active,latitude,longitude,maps_query,parent_parish,site_type,is_mass_only_visible,display_category,search_text,coordinate_precision,coordinate_note,display_site_label,vigil_status,is_vigil_for_sunday,vigil_reason,calendar_day,obligation_day,is_vigil,vigil_label_en,vigil_label_fr,sunday_obligation_eligible,source_text_excerpt,data_status
v19-0349,region-sud-notre-dame-du-mont-carmel,region-sud-notre-dame-du-mont-carmel-saint-francois-dassise-baie-du-cap,Région Sud,Baie-du-Cap,Notre-Dame-du-Mont-Carmel,Notre-Dame-du-Mont-Carmel,Saint-François-d’Assise,Mercredi,17:00,Mass,Mass,high,,,,Carried forward into v19.1 release candidate from the source-traced v19.0 master dataset; not freshly re-scraped line by line.,https://dioceseportlouis.org/diocese/les-paroisses/region-sud/notre-dame-du-mont-carmel-1900,2026-04-26,True,-20.486,57.379,"Saint-François-d’Assise, Baie-du-Cap, Notre-Dame-du-Mont-Carmel, Région Sud, Mauritius",Notre-Dame-du-Mont-Carmel,Sub-parish,True,Mass,region sud baie du cap notre dame du mont carmel notre dame du mont carmel st francois d assise st francois d assise baie du cap notre dame du mont carmel region sud mauritius region sud baie du cap notre dame du mont carmel notre dame du mont carmel st francois d assise st francois d assise baie du cap notre dame du mont carmel region sud mauritius mercredi 17 00 mass,locality_level,Approximate locality coordinate added in v14.4; directions still use Google Maps text query to avoid false precision.,Saint-François-d’Assise — 17:00,not_vigil,False,not applicable,Mercredi,Mercredi,False,,,False,Mercredi 17:00 — Mass,rebuilt_from_official-source-traced_baseline
v19-0350,region-sud-notre-dame-du-mont-carmel,region-sud-notre-dame-du-mont-carmel-saint-francois-dassise-baie-du-cap,Région Sud,Baie-du-Cap,Notre-Dame-du-Mont-Carmel,Notre-Dame-du-Mont-Carmel,Saint-François-d’Assise,Samedi,16:00,Mass,Mass,high,,,,Vigil Mass,https://dioceseportlouis.org/diocese/les-paroisses/region-sud/notre-dame-du-mont-carmel-1900,2026-04-26,True,-20.486,57.379,"Saint-François-d’Assise, Baie-du-Cap, Notre-Dame-du-Mont-Carmel, Région Sud, Mauritius",Notre-Dame-du-Mont-Carmel,Sub-parish,True,Mass,region sud baie du cap notre dame du mont carmel notre dame du mont carmel st francois d assise vigil mass st francois d assise baie du cap notre dame du mont carmel region sud mauritius region sud baie du cap notre dame du mont carmel notre dame du mont carmel st francois d assise vigil mass st francois d assise baie du cap notre dame du mont carmel region sud mauritius vigil mass,locality_level,Approximate locality coordinate added in v14.4; directions still use Google Maps text query to avoid false precision.,Saint-François-d’Assise — 16:00,practical_1530_rule,True,Saturday Mass at or after 15:30 under v21.4 Sunday-obligation rule,Samedi,Sunday,True,Counts for Sunday obligation,Compte pour l’obligation dominicale,True,Vigil Mass,rebuilt_from_official-source-traced_baseline
v19-0351,region-sud-notre-dame-du-mont-carmel,region-sud-notre-dame-du-mont-carmel-saint-francois-dassise-baie-du-cap,Région Sud,Baie-du-Cap,Notre-Dame-du-Mont-Carmel,Notre-Dame-du-Mont-Carmel,Saint-François-d’Assise,Dimanche,10:00,Mass,Mass,high,,,,Carried forward into v19.1 release candidate from the source-traced v19.0 master dataset; not freshly re-scraped line by line.,https://dioceseportlouis.org/diocese/les-paroisses/region-sud/notre-dame-du-mont-carmel-1900,2026-04-26,True,-20.486,57.379,"Saint-François-d’Assise, Baie-du-Cap, Notre-Dame-du-Mont-Carmel, Région Sud, Mauritius",Notre-Dame-du-Mont-Carmel,Sub-parish,True,Mass,region sud baie du cap notre dame du mont carmel notre dame du mont carmel st francois d assise st francois d assise baie du cap notre dame du mont carmel region sud mauritius region sud baie du cap notre dame du mont carmel notre dame du mont carmel st francois d assise st francois d assise baie du cap notre dame du mont carmel region sud mauritius dimanche 10 00 mass,locality_level,Approximate locality coordinate added in v14.4; directions still use Google Maps text query to avoid false precision.,Saint-François-d’Assise — 10:00,not_vigil,False,not applicable,Dimanche,Sunday,False,,,True,Dimanche 10:00 — Mass,rebuilt_from_official-source-traced_baseline
v19-0352,region-sud-notre-dame-du-refuge,region-sud-notre-dame-du-refuge-notre-dame-du-refuge-new-grove,Région Sud,New Grove,Notre-Dame-du-Refuge,Notre-Dame-du-Refuge,Notre-Dame-du-Refuge,Vendredi,09:00,Mass,Mass,high,,,,Carried forward into v19.1 release candidate from the source-traced v19.0 master dataset; not freshly re-scraped line by line.,https://dioceseportlouis.org/diocese/les-paroisses/region-sud/notre-dame-du-refuge-1910,2026-04-26,True,-20.408,57.612,"Notre-Dame-du-Refuge, New Grove, Région Sud, Mauritius",Notre-Dame-du-Refuge,Parish Church,True,Mass,region sud new grove notre dame du refuge notre dame du refuge notre dame du refuge notre dame du refuge new grove region sud mauritius region sud new grove notre dame du refuge notre dame du refuge notre dame du refuge notre dame du refuge new grove region sud mauritius vendredi 09 00 mass,exact_church,Existing coordinate from prior app dataset.,Notre-Dame-du-Refuge — 09:00,not_vigil,False,not applicable,Vendredi,Vendredi,False,,,False,Vendredi 09:00 — Mass,rebuilt_from_official-source-traced_baseline
v19-0353,region-sud-notre-dame-du-refuge,region-sud-notre-dame-du-refuge-notre-dame-du-refuge-new-grove,Région Sud,New Grove,Notre-Dame-du-Refuge,Notre-Dame-du-Refuge,Notre-Dame-du-Refuge,Dimanche,07:30,Mass,Mass,high,,,,Carried forward into v19.1 release candidate from the source-traced v19.0 master dataset; not freshly re-scraped line by line.,https://dioceseportlouis.org/diocese/les-paroisses/region-sud/notre-dame-du-refuge-1910,2026-04-26,True,-20.408,57.612,"Notre-Dame-du-Refuge, New Grove, Région Sud, Mauritius",Notre-Dame-du-Refuge,Parish Church,True,Mass,region sud new grove notre dame du refuge notre dame du refuge notre dame du refuge notre dame du refuge new grove region sud mauritius region sud new grove notre dame du refuge notre dame du refuge notre dame du refuge notre dame du refuge new grove region sud mauritius dimanche 07 30 mass,exact_church,Existing coordinate from prior app dataset.,Notre-Dame-du-Refuge — 07:30,not_vigil,False,not applicable,Dimanche,Sunday,False,,,True,Dimanche 07:30 — Mass,rebuilt_from_official-source-traced_baseline
v19-0354,region-sud-notre-dame-du-refuge,region-sud-notre-dame-du-refuge-sainte-famille-rose-belle,Région Sud,Rose-Belle,Notre-Dame-du-Refuge,Notre-Dame-du-Refuge,Sainte-Famille,Mercredi,09:30,Mass,Mass,high,,,,Carried forward into v19.1 release candidate from the source-traced v19.0 master dataset; not freshly re-scraped line by line.,https://dioceseportlouis.org/diocese/les-paroisses/region-sud/notre-dame-du-refuge-1910,2026-04-26,True,-20.4,57.596,"Sainte-Famille, Rose-Belle, Notre-Dame-du-Refuge, Région Sud, Mauritius",Notre-Dame-du-Refuge,Sub-parish,True,Mass,region sud rose belle notre dame du refuge notre dame du refuge st famille st famille rose belle notre dame du refuge region sud mauritius region sud rose belle notre dame du refuge notre dame du refuge st famille st famille rose belle notre dame du refuge region sud mauritius mercredi 09 30 mass,exact_church,Existing coordinate from prior app dataset.,Sainte-Famille — 09:30,not_vigil,False,not applicable,Mercredi,Mercredi,False,,,False,Mercredi 09:30 — Mass,rebuilt_from_official-source-traced_baseline
v19-0355,region-sud-notre-dame-du-refuge,region-sud-notre-dame-du-refuge-sainte-famille-rose-belle,Région Sud,Rose-Belle,Notre-Dame-du-Refuge,Notre-Dame-du-Refuge,Sainte-Famille,Samedi,16:30,Mass,Mass,high,,,,Vigil Mass,https://dioceseportlouis.org/diocese/les-paroisses/region-sud/notre-dame-du-refuge-1910,2026-04-26,True,-20.4,57.596,"Sainte-Famille, Rose-Belle, Notre-Dame-du-Refuge, Région Sud, Mauritius",Notre-Dame-du-Refuge,Sub-parish,True,Mass,region sud rose belle notre dame du refuge notre dame du refuge st famille vigil mass st famille rose belle notre dame du refuge region sud mauritius region sud rose belle notre dame du refuge notre dame du refuge st famille vigil mass st famille rose belle notre dame du refuge region sud mauritius vigil mass,exact_church,Existing coordinate from prior app dataset.,Sainte-Famille — 16:30,practical_1530_rule,True,Saturday Mass at or after 15:30 under v21.4 Sunday-obligation rule,Samedi,Sunday,True,Counts for Sunday obligation,Compte pour l’obligation dominicale,True,Vigil Mass,rebuilt_from_official-source-traced_baseline
v19-0356,region-sud-notre-dame-du-refuge,region-sud-notre-dame-du-refuge-sainte-famille-rose-belle,Région Sud,Rose-Belle,Notre-Dame-du-Refuge,Notre-Dame-du-Refuge,Sainte-Famille,Dimanche,09:30,Mass,Mass,high,,,,Carried forward into v19.1 release candidate from the source-traced v19.0 master dataset; not freshly re-scraped line by line.,https://dioceseportlouis.org/diocese/les-paroisses/region-sud/notre-dame-du-refuge-1910,2026-04-26,True,-20.4,57.596,"Sainte-Famille, Rose-Belle, Notre-Dame-du-Refuge, Région Sud, Mauritius",Notre-Dame-du-Refuge,Sub-parish,True,Mass,region sud rose belle notre dame du refuge notre dame du refuge st famille st famille rose belle notre dame du refuge region sud mauritius region sud rose belle notre dame du refuge notre dame du refuge st famille st famille rose belle notre dame du refuge region sud mauritius dimanche 09 30 mass,exact_church,Existing coordinate from prior app dataset.,Sainte-Famille — 09:30,not_vigil,False,not applicable,Dimanche,Sunday,False,,,True,Dimanche 09:30 — Mass,rebuilt_from_official-source-traced_baseline
v19-0357,region-sud-sacre-cur,region-sud-sacre-cur-notre-dame-de-la-paix-batimarais,Région Sud,Batimarais,Sacré-Cœur,Sacré-Cœur (Région Sud),Notre-Dame-de-la-Paix,Samedi,18:30,Mass,Mass,high,,,,Vigil Mass,https://dioceseportlouis.org/diocese/les-paroisses/region-sud/sacre-coeur-1919,2026-04-26,True,-20.483,57.61,"Notre-Dame-de-la-Paix, Batimarais, Sacré-Cœur (Région Sud), Région Sud, Mauritius",Sacré-Cœur,Sub-parish,True,Mass,region sud batimarais sacre coeur sacre coeur region sud notre dame de la paix vigil mass notre dame de la paix batimarais sacre coeur region sud region sud mauritius region sud batimarais sacre coeur sacre coeur region sud notre dame de la paix vigil mass notre dame de la paix batimarais sacre coeur region sud region sud mauritius vigil mass,locality_level,Approximate locality coordinate added in v14.4; directions still use Google Maps text query to avoid false precision.,Notre-Dame-de-la-Paix — 18:30,practical_1530_rule,True,Saturday Mass at or after 15:30 under v21.4 Sunday-obligation rule,Samedi,Sunday,True,Counts for Sunday obligation,Compte pour l’obligation dominicale,True,Vigil Mass,rebuilt_from_official-source-traced_baseline
v19-0358,region-sud-sacre-cur,region-sud-sacre-cur-sacre-cur-riviere-des-anguilles,Région Sud,Rivière-des-Anguilles,Sacré-Cœur,Sacré-Cœur (Région Sud),Sacré-Cœur,Lundi,18:00,Mass,Mass,high,,,,Carried forward into v19.1 release candidate from the source-traced v19.0 master dataset; not freshly re-scraped line by line.,https://dioceseportlouis.org/diocese/les-paroisses/region-sud/sacre-coeur-1919,2026-04-26,True,-20.486,57.555,"Sacré-Cœur, Rivière-des-Anguilles, Sacré-Cœur (Région Sud), Région Sud, Mauritius",Sacré-Cœur,Parish Church,True,Mass,region sud riviere des anguilles sacre coeur sacre coeur region sud sacre coeur sacre coeur riviere des anguilles sacre coeur region sud region sud mauritius region sud riviere des anguilles sacre coeur sacre coeur region sud sacre coeur sacre coeur riviere des anguilles sacre coeur region sud region sud mauritius lundi 18 00 mass,exact_church,Existing coordinate from prior app dataset.,Sacré-Cœur — 18:00,not_vigil,False,not applicable,Lundi,Lundi,False,,,False,Lundi 18:00 — Mass,rebuilt_from_official-source-traced_baseline
v19-0359,region-sud-sacre-cur,region-sud-sacre-cur-sacre-cur-riviere-des-anguilles,Région Sud,Rivière-des-Anguilles,Sacré-Cœur,Sacré-Cœur (Région Sud),Sacré-Cœur,Mardi,06:30,Mass,Mass,high,,,,Carried forward into v19.1 release candidate from the source-traced v19.0 master dataset; not freshly re-scraped line by line.,https://dioceseportlouis.org/diocese/les-paroisses/region-sud/sacre-coeur-1919,2026-04-26,True,-20.486,57.555,"Sacré-Cœur, Rivière-des-Anguilles, Sacré-Cœur (Région Sud), Région Sud, Mauritius",Sacré-Cœur,Parish Church,True,Mass,region sud riviere des anguilles sacre coeur sacre coeur region sud sacre coeur sacre coeur riviere des anguilles sacre coeur region sud region sud mauritius region sud riviere des anguilles sacre coeur sacre coeur region sud sacre coeur sacre coeur riviere des anguilles sacre coeur region sud region sud mauritius mardi 06 30 mass,exact_church,Existing coordinate from prior app dataset.,Sacré-Cœur — 06:30,not_vigil,False,not applicable,Mardi,Mardi,False,,,False,Mardi 06:30 — Mass,rebuilt_from_official-source-traced_baseline
v19-0360,region-sud-sacre-cur,region-sud-sacre-cur-sacre-cur-riviere-des-anguilles,Région Sud,Rivière-des-Anguilles,Sacré-Cœur,Sacré-Cœur (Région Sud),Sacré-Cœur,Mercredi,18:00,Mass,Mass,high,,,,Carried forward into v19.1 release candidate from the source-traced v19.0 master dataset; not freshly re-scraped line by line.,https://dioceseportlouis.org/diocese/les-paroisses/region-sud/sacre-coeur-1919,2026-04-26,True,-20.486,57.555,"Sacré-Cœur, Rivière-des-Anguilles, Sacré-Cœur (Région Sud), Région Sud, Mauritius",Sacré-Cœur,Parish Church,True,Mass,region sud riviere des anguilles sacre coeur sacre coeur region sud sacre coeur sacre coeur riviere des anguilles sacre coeur region sud region sud mauritius region sud riviere des anguilles sacre coeur sacre coeur region sud sacre coeur sacre coeur riviere des anguilles sacre coeur region sud region sud mauritius mercredi 18 00 mass,exact_church,Existing coordinate from prior app dataset.,Sacré-Cœur — 18:00,not_vigil,False,not applicable,Mercredi,Mercredi,False,,,False,Mercredi 18:00 — Mass,rebuilt_from_official-source-traced_baseline
v19-0361,region-sud-sacre-cur,region-sud-sacre-cur-sacre-cur-riviere-des-anguilles,Région Sud,Rivière-des-Anguilles,Sacré-Cœur,Sacré-Cœur (Région Sud),Sacré-Cœur,Jeudi,06:30,Mass,Mass,high,,,,Carried forward into v19.1 release candidate from the source-traced v19.0 master dataset; not freshly re-scraped line by line.,https://dioceseportlouis.org/diocese/les-paroisses/region-sud/sacre-coeur-1919,2026-04-26,True,-20.486,57.555,"Sacré-Cœur, Rivière-des-Anguilles, Sacré-Cœur (Région Sud), Région Sud, Mauritius",Sacré-Cœur,Parish Church,True,Mass,region sud riviere des anguilles sacre coeur sacre coeur region sud sacre coeur sacre coeur riviere des anguilles sacre coeur region sud region sud mauritius region sud riviere des anguilles sacre coeur sacre coeur region sud sacre coeur sacre coeur riviere des anguilles sacre coeur region sud region sud mauritius jeudi 06 30 mass,exact_church,Existing coordinate from prior app dataset.,Sacré-Cœur — 06:30,not_vigil,False,not applicable,Jeudi,Jeudi,False,,,False,Jeudi 06:30 — Mass,rebuilt_from_official-source-traced_baseline
v19-0362,region-sud-sacre-cur,region-sud-sacre-cur-sacre-cur-riviere-des-anguilles,Région Sud,Rivière-des-Anguilles,Sacré-Cœur,Sacré-Cœur (Région Sud),Sacré-Cœur,Vendredi,18:00,Mass,Mass,high,,,,Carried forward into v19.1 release candidate from the source-traced v19.0 master dataset; not freshly re-scraped line by line.,https://dioceseportlouis.org/diocese/les-paroisses/region-sud/sacre-coeur-1919,2026-04-26,True,-20.486,57.555,"Sacré-Cœur, Rivière-des-Anguilles, Sacré-Cœur (Région Sud), Région Sud, Mauritius",Sacré-Cœur,Parish Church,True,Mass,region sud riviere des anguilles sacre coeur sacre coeur region sud sacre coeur sacre coeur riviere des anguilles sacre coeur region sud region sud mauritius region sud riviere des anguilles sacre coeur sacre coeur region sud sacre coeur sacre coeur riviere des anguilles sacre coeur region sud region sud mauritius vendredi 18 00 mass,exact_church,Existing coordinate from prior app dataset.,Sacré-Cœur — 18:00,not_vigil,False,not applicable,Vendredi,Vendredi,False,,,False,Vendredi 18:00 — Mass,rebuilt_from_official-source-traced_baseline
v19-0363,region-sud-sacre-cur,region-sud-sacre-cur-sacre-cur-riviere-des-anguilles,Région Sud,Rivière-des-Anguilles,Sacré-Cœur,Sacré-Cœur (Région Sud),Sacré-Cœur,Samedi,16:00,Mass,Mass,high,,,,Vigil Mass,https://dioceseportlouis.org/diocese/les-paroisses/region-sud/sacre-coeur-1919,2026-04-26,True,-20.486,57.555,"Sacré-Cœur, Rivière-des-Anguilles, Sacré-Cœur (Région Sud), Région Sud, Mauritius",Sacré-Cœur,Parish Church,True,Mass,region sud riviere des anguilles sacre coeur sacre coeur region sud sacre coeur vigil mass sacre coeur riviere des anguilles sacre coeur region sud region sud mauritius region sud riviere des anguilles sacre coeur sacre coeur region sud sacre coeur vigil mass sacre coeur riviere des anguilles sacre coeur region sud region sud mauritius vigil mass,exact_church,Existing coordinate from prior app dataset.,Sacré-Cœur — 16:00,practical_1530_rule,True,Saturday Mass at or after 15:30 under v21.4 Sunday-obligation rule,Samedi,Sunday,True,Counts for Sunday obligation,Compte pour l’obligation dominicale,True,Vigil Mass,rebuilt_from_official-source-traced_baseline
v19-0364,region-sud-sacre-cur,region-sud-sacre-cur-sacre-cur-riviere-des-anguilles,Région Sud,Rivière-des-Anguilles,Sacré-Cœur,Sacré-Cœur (Région Sud),Sacré-Cœur,Dimanche,09:30,Mass,Mass,high,,,,Carried forward into v19.1 release candidate from the source-traced v19.0 master dataset; not freshly re-scraped line by line.,https://dioceseportlouis.org/diocese/les-paroisses/region-sud/sacre-coeur-1919,2026-04-26,True,-20.486,57.555,"Sacré-Cœur, Rivière-des-Anguilles, Sacré-Cœur (Région Sud), Région Sud, Mauritius",Sacré-Cœur,Parish Church,True,Mass,region sud riviere des anguilles sacre coeur sacre coeur region sud sacre coeur sacre coeur riviere des anguilles sacre coeur region sud region sud mauritius region sud riviere des anguilles sacre coeur sacre coeur region sud sacre coeur sacre coeur riviere des anguilles sacre coeur region sud region sud mauritius dimanche 09 30 mass,exact_church,Existing coordinate from prior app dataset.,Sacré-Cœur — 09:30,not_vigil,False,not applicable,Dimanche,Sunday,False,,,True,Dimanche 09:30 — Mass,rebuilt_from_official-source-traced_baseline
v19-0365,region-sud-sacre-cur,region-sud-sacre-cur-saint-georges-camp-diable,Région Sud,Camp-Diable,Sacré-Cœur,Sacré-Cœur (Région Sud),Saint-Georges,Samedi,17:00,Mass,Mass,high,,,,Vigil Mass,https://dioceseportlouis.org/diocese/les-paroisses/region-sud/sacre-coeur-1919,2026-04-26,True,-20.463,57.582,"Saint-Georges, Camp-Diable, Sacré-Cœur (Région Sud), Région Sud, Mauritius",Sacré-Cœur,Sub-parish,True,Mass,region sud camp diable sacre coeur sacre coeur region sud st georges vigil mass st georges camp diable sacre coeur region sud region sud mauritius region sud camp diable sacre coeur sacre coeur region sud st georges vigil mass st georges camp diable sacre coeur region sud region sud mauritius vigil mass,locality_level,Approximate locality coordinate added in v14.4; directions still use Google Maps text query to avoid false precision.,Saint-Georges — 17:00,practical_1530_rule,True,Saturday Mass at or after 15:30 under v21.4 Sunday-obligation rule,Samedi,Sunday,True,Counts for Sunday obligation,Compte pour l’obligation dominicale,True,Vigil Mass,rebuilt_from_official-source-traced_baseline
v19-0366,region-sud-sacre-cur,region-sud-sacre-cur-saint-louis-grand-bois,Région Sud,Grand-Bois,Sacré-Cœur,Sacré-Cœur (Région Sud),Saint-Louis,Dimanche,07:30,Mass,Mass,high,,,,Carried forward into v19.1 release candidate from the source-traced v19.0 master dataset; not freshly re-scraped line by line.,https://dioceseportlouis.org/diocese/les-paroisses/region-sud/sacre-coeur-1919,2026-04-26,True,-20.419,57.542,"Saint-Louis, Grand-Bois, Sacré-Cœur (Région Sud), Région Sud, Mauritius",Sacré-Cœur,Sub-parish,True,Mass,region sud grand bois sacre coeur sacre coeur region sud st louis st louis grand bois sacre coeur region sud region sud mauritius region sud grand bois sacre coeur sacre coeur region sud st louis st louis grand bois sacre coeur region sud region sud mauritius dimanche 07 30 mass,locality_level,Approximate locality coordinate added in v14.4; directions still use Google Maps text query to avoid false precision.,Saint-Louis — 07:30,not_vigil,False,not applicable,Dimanche,Sunday,False,,,True,Dimanche 07:30 — Mass,rebuilt_from_official-source-traced_baseline
v19-0367,region-sud-saint-jacques,region-sud-saint-jacques-freres-missionnaires-de-la-charite-souillac,Région Sud,Souillac,Saint-Jacques,Saint-Jacques,Frères Missionnaires de la Charité,Jeudi,07:00,Mass,Mass,high,,,,Carried forward into v19.1 release candidate from the source-traced v19.0 master dataset; not freshly re-scraped line by line.,https://dioceseportlouis.org/diocese/les-paroisses/region-sud/saint-jacques-1845,2026-04-26,True,-20.518,57.522,"Frères Missionnaires de la Charité, Souillac, Saint-Jacques, Région Sud, Mauritius",Saint-Jacques,Convent,True,Mass,region sud souillac st jacques st jacques freres missionnaires de la charite freres missionnaires de la charite souillac st jacques region sud mauritius region sud souillac st jacques st jacques freres missionnaires de la charite freres missionnaires de la charite souillac st jacques region sud mauritius jeudi 07 00 mass,exact_church,Existing coordinate from prior app dataset.,Frères Missionnaires de la Charité — 07:00,not_vigil,False,not applicable,Jeudi,Jeudi,False,,,False,Jeudi 07:00 — Mass,rebuilt_from_official-source-traced_baseline
v19-0368,region-sud-saint-jacques,region-sud-saint-jacques-saint-jacques-souillac,Région Sud,Souillac,Saint-Jacques,Saint-Jacques,Saint-Jacques,Mardi,07:00,Mass,Mass,high,,,,Carried forward into v19.1 release candidate from the source-traced v19.0 master dataset; not freshly re-scraped line by line.,https://dioceseportlouis.org/diocese/les-paroisses/region-sud/saint-jacques-1845,2026-04-26,True,-20.518,57.522,"Saint-Jacques, Souillac, Région Sud, Mauritius",Saint-Jacques,Parish Church,True,Mass,region sud souillac st jacques st jacques st jacques st jacques souillac region sud mauritius region sud souillac st jacques st jacques st jacques st jacques souillac region sud mauritius mardi 07 00 mass,exact_church,Existing coordinate from prior app dataset.,Saint-Jacques — 07:00,not_vigil,False,not applicable,Mardi,Mardi,False,,,False,Mardi 07:00 — Mass,rebuilt_from_official-source-traced_baseline
v19-0369,region-sud-saint-jacques,region-sud-saint-jacques-saint-jacques-souillac,Région Sud,Souillac,Saint-Jacques,Saint-Jacques,Saint-Jacques,Vendredi,07:00,Mass,Mass,high,,,,Carried forward into v19.1 release candidate from the source-traced v19.0 master dataset; not freshly re-scraped line by line.,https://dioceseportlouis.org/diocese/les-paroisses/region-sud/saint-jacques-1845,2026-04-26,True,-20.518,57.522,"Saint-Jacques, Souillac, Région Sud, Mauritius",Saint-Jacques,Parish Church,True,Mass,region sud souillac st jacques st jacques st jacques st jacques souillac region sud mauritius region sud souillac st jacques st jacques st jacques st jacques souillac region sud mauritius vendredi 07 00 mass,exact_church,Existing coordinate from prior app dataset.,Saint-Jacques — 07:00,not_vigil,False,not applicable,Vendredi,Vendredi,False,,,False,Vendredi 07:00 — Mass,rebuilt_from_official-source-traced_baseline
v19-0370,region-sud-saint-jacques,region-sud-saint-jacques-saint-jacques-souillac,Région Sud,Souillac,Saint-Jacques,Saint-Jacques,Saint-Jacques,Vendredi,17:30,Mass,Mass,high,,Second Friday only,Second Friday only,Carried forward into v19.1 release candidate from the source-traced v19.0 master dataset; not freshly re-scraped line by line.,https://dioceseportlouis.org/diocese/les-paroisses/region-sud/saint-jacques-1845,2026-04-26,True,-20.518,57.522,"Saint-Jacques, Souillac, Région Sud, Mauritius",Saint-Jacques,Parish Church,True,Mass,region sud souillac st jacques st jacques st jacques second friday only second friday only st jacques souillac region sud mauritius region sud souillac st jacques st jacques st jacques second friday only second friday only st jacques souillac region sud mauritius second friday only,exact_church,Existing coordinate from prior app dataset.,Saint-Jacques — 17:30,not_vigil,False,not applicable,Vendredi,Vendredi,False,,,False,Second Friday only,rebuilt_from_official-source-traced_baseline
v19-0371,region-sud-saint-jacques,region-sud-saint-jacques-saint-jacques-souillac,Région Sud,Souillac,Saint-Jacques,Saint-Jacques,Saint-Jacques,Samedi,17:00,Mass,Mass,high,,,,Vigil Mass,https://dioceseportlouis.org/diocese/les-paroisses/region-sud/saint-jacques-1845,2026-04-26,True,-20.518,57.522,"Saint-Jacques, Souillac, Région Sud, Mauritius",Saint-Jacques,Parish Church,True,Mass,region sud souillac st jacques st jacques st jacques vigil mass st jacques souillac region sud mauritius region sud souillac st jacques st jacques st jacques vigil mass st jacques souillac region sud mauritius vigil mass,exact_church,Existing coordinate from prior app dataset.,Saint-Jacques — 17:00,practical_1530_rule,True,Saturday Mass at or after 15:30 under v21.4 Sunday-obligation rule,Samedi,Sunday,True,Counts for Sunday obligation,Compte pour l’obligation dominicale,True,Vigil Mass,rebuilt_from_official-source-traced_baseline
v19-0372,region-sud-saint-jacques,region-sud-saint-jacques-saint-jacques-souillac,Région Sud,Souillac,Saint-Jacques,Saint-Jacques,Saint-Jacques,Dimanche,09:00,Mass,Mass,high,,,,Carried forward into v19.1 release candidate from the source-traced v19.0 master dataset; not freshly re-scraped line by line.,https://dioceseportlouis.org/diocese/les-paroisses/region-sud/saint-jacques-1845,2026-04-26,True,-20.518,57.522,"Saint-Jacques, Souillac, Région Sud, Mauritius",Saint-Jacques,Parish Church,True,Mass,region sud souillac st jacques st jacques st jacques st jacques souillac region sud mauritius region sud souillac st jacques st jacques st jacques st jacques souillac region sud mauritius dimanche 09 00 mass,exact_church,Existing coordinate from prior app dataset.,Saint-Jacques — 09:00,not_vigil,False,not applicable,Dimanche,Sunday,False,,,True,Dimanche 09:00 — Mass,rebuilt_from_official-source-traced_baseline
v19-0373,region-sud-saint-jacques,region-sud-saint-jacques-saint-joseph-surinam,Région Sud,Surinam,Saint-Jacques,Saint-Jacques,Saint-Joseph,Mercredi,17:30,Mass,Mass,high,,,,Carried forward into v19.1 release candidate from the source-traced v19.0 master dataset; not freshly re-scraped line by line.,https://dioceseportlouis.org/diocese/les-paroisses/region-sud/saint-jacques-1845,2026-04-26,True,-20.507,57.536,"Saint-Joseph, Surinam, Saint-Jacques, Région Sud, Mauritius",Saint-Jacques,Sub-parish,True,Mass,region sud surinam st jacques st jacques st joseph st joseph surinam st jacques region sud mauritius region sud surinam st jacques st jacques st joseph st joseph surinam st jacques region sud mauritius mercredi 17 30 mass,exact_church,Existing coordinate from prior app dataset.,Saint-Joseph — 17:30,not_vigil,False,not applicable,Mercredi,Mercredi,False,,,False,Mercredi 17:30 — Mass,rebuilt_from_official-source-traced_baseline
v19-0374,region-sud-saint-jacques,region-sud-saint-jacques-saint-joseph-surinam,Région Sud,Surinam,Saint-Jacques,Saint-Jacques,Saint-Joseph,Vendredi,17:30,Mass,Mass,high,,First Friday only,First Friday only,Carried forward into v19.1 release candidate from the source-traced v19.0 master dataset; not freshly re-scraped line by line.,https://dioceseportlouis.org/diocese/les-paroisses/region-sud/saint-jacques-1845,2026-04-26,True,-20.507,57.536,"Saint-Joseph, Surinam, Saint-Jacques, Région Sud, Mauritius",Saint-Jacques,Sub-parish,True,Mass,region sud surinam st jacques st jacques st joseph first friday only first friday only st joseph surinam st jacques region sud mauritius region sud surinam st jacques st jacques st joseph first friday only first friday only st joseph surinam st jacques region sud mauritius first friday only,exact_church,Existing coordinate from prior app dataset.,Saint-Joseph — 17:30,not_vigil,False,not applicable,Vendredi,Vendredi,False,,,False,First Friday only,rebuilt_from_official-source-traced_baseline
